listing_date;title;company;location;work_type;link
17-Sep-24 04:47;Product Analyst;Astra Financial;Jakarta;fullTime;https://dealls.com/loker/product-analyst-1~astra-financial
24-Sep-24 03:15;IT Product Analyst;Akulaku Indonesia;Jakarta Pusat;contract;https://dealls.com/loker/it-product-analyst-1~akulaku-indonesia
